,name,rating,lat,lng,geometry,park_area_ha,polygon_geometry
700,Haberdashers' Aske's Playing Fields,3.2,51.467545,-0.043017,POINT (-0.043017 51.467545),6.140014858984392,"POLYGON ((535631.590892654 175793.4645109407, 535676.2410702079 175818.0566662423, 535676.4228487131 175818.0169989778, 535683.0758076488 175816.4138363507, 535705.7332856017 175817.0178075818, 535715.4901363106 175819.7038397597, 535735.3706727911 175824.3512911487, 535748.3150521596 175808.6386737077, 535762.3435861771 175797.1057672545, 535767.4773410716 175792.5243874936, 535778.2274103872 175783.2521048922, 535794.7812259502 175766.434039955, 535812.1544168936 175741.3140916043, 535826.5164772482 175717.2934282545, 535842.3591455235 175682.5959808314, 535855.29689616 175650.7477335929, 535865.0540507886 175609.1554646972, 535881.0568170378 175563.0116081926, 535890.3458919203 175504.5923728008, 535895.4023180171 175461.5170538672, 535903.2602285931 175412.4517252354, 535908.0134465985 175346.3666085181, 535906.916701161 175298.1305480412, 535906.0609948422 175262.9986594419, 535904.011634535 175250.447138609, 535887.9035922801 175272.6294179662, 535868.3622699666 175311.9797449681, 535826.7412436337 175395.9654676366, 535801.0116741082 175443.4858418579, 535735.9994672112 175576.835544763, 535655.5954020235 175750.8271531733, 535631.590892654 175793.4645109407))"
704,Bluebell Wood,4.3,51.6058962,-0.1356888,POINT (-0.1356888 51.6058962),1.7839078446767476,"POLYGON ((529111.5737571025 191310.9994626738, 529245.1886775289 191360.6205892466, 529247.1984266503 191361.1503646509, 529330.6752071981 191385.1805516333, 529331.2323969346 191385.3394395811, 529363.6529805386 191397.5510643532, 529347.024927085 191379.0437838681, 529339.5519267366 191354.7613328538, 529313.6876582024 191332.9804567836, 529310.3881392539 191330.8598413085, 529273.8078113793 191307.3145039991, 529271.4087925004 191306.0180964352, 529233.5781258146 191285.5680562312, 529123.8358393578 191229.5453348894, 529157.1287735488 190968.9810594714, 529148.7113081758 191000.4360207875, 529142.6232929048 191016.6274727992, 529122.0507325787 191150.8822993698, 529111.5737571025 191310.9994626738))"
708,Eltham Cemetery and Crematorium,4.5,51.4570972,0.0798976,POINT (0.0798976 51.4570972),10.200191274512553,"POLYGON ((544380.5352310631 175143.3683964887, 544389.2997732378 175175.8239656336, 544410.39570534 175211.5450825049, 544423.2328181681 175227.6232178826, 544465.790704738 175270.4415998614, 544475.5912247703 175276.4065754919, 544497.3352405196 175263.045757314, 544510.0804207384 175256.6299985386, 544523.8051519704 175251.221420511, 544568.9146323286 175241.3620930943, 544579.6156775889 175238.8726093904, 544592.0117746592 175236.6761231996, 544616.4465545008 175232.384376695, 544980.2509811039 175098.3441638325, 544970.5435356395 175066.6507229241, 544958.2714122013 175031.745926678, 544935.0972372323 174974.3619679765, 544908.1206750966 174979.4702303304, 544828.7547039371 174989.9436067202, 544717.4240396752 174998.808462512, 544639.4777564944 175003.8830664049, 544583.4188352964 175007.7440589782, 544551.843958715 175028.1482758261, 544523.3759588661 175047.3721695892, 544406.4766705958 175126.6539943017, 544380.5352310631 175143.3683964887))"
709,Old Kenton Lane allotments,1.0,51.58454769999999,-0.2697043,POINT (-0.2697043 51.58454769999999),2.8715889881516974,"POLYGON ((519766.8364976313 188506.6094126191, 519821.2264319158 188596.9095635029, 519864.4481431721 188656.0914665329, 519895.5288498763 188675.2191363958, 519919.0392363817 188662.1336118765, 519952.9863826728 188686.0806298508, 519976.0479149595 188691.9672330192, 520053.6869791526 188679.5627012863, 519900.3745448068 188495.5232014389, 519882.0014087199 188517.6429392572, 519865.2619519981 188495.883545613, 519843.5875047079 188506.6427100615, 519834.4814446584 188489.2253166508, 519816.403184498 188498.8790179684, 519810.7319886349 188486.8837465587, 519766.8364976313 188506.6094126191))"
710,West Hendon Playing Fields,4.2,51.5785046,-0.2512188,POINT (-0.2512188 51.5785046),35.35893429596684,"POLYGON ((520857.9518684691 187754.637754461, 520859.3781586483 187790.2112393593, 520881.7813096239 187888.7180711571, 520903.1622956013 187950.3815629652, 520926.4185591732 188156.6514405899, 520860.02119731 188304.2587444943, 520854.1466692661 188481.4936911888, 520963.1649503789 188490.680647485, 521059.9222286198 188498.0305381918, 521094.7352470867 188505.5937242179, 521107.2128823631 188508.2172981966, 521116.5430556469 188512.0119372728, 521150.6382672925 188531.0414248038, 521170.0258329124 188545.9030679268, 521175.2692159774 188543.1798728105, 521175.6533667445 188537.2583650277, 521108.3063049673 188491.7532173421, 521107.1006821283 188490.2779104493, 521102.0418249631 188491.3699165626, 521097.3729343835 188480.1981731766, 521049.2705011261 188420.087612278, 521053.8486640534 188320.9553555848, 521058.4361385388 188266.4425284793, 521047.2537839811 188249.0288840966, 521041.2625942165 188227.3106483627, 521036.5515515529 188205.6897417894, 521041.5250251556 188168.6888632237, 521049.6250519523 188140.9868911283, 521146.2307448979 188156.7020454621, 521139.0150687664 188193.5046320239, 521143.9909433619 188194.1576059223, 521153.6546523724 188157.9031029756, 521186.0290158741 188163.1720344913, 521220.4981047897 188176.5138143148, 521348.9555196 188233.1851856916, 521364.5005581228 188269.5864857191, 521375.5265141299 188344.1677037076, 521403.2948758401 188341.6835635188, 521406.511932074 188363.3803784506, 521399.0369962936 188364.9038325637, 521402.492969994 188380.6756683267, 521503.8176267067 188362.9851383733, 521528.8210320966 188355.2502361708, 521548.6545092616 188378.9700121821, 521588.1613577977 188333.9069932853, 521644.1892901467 188341.426368169, 521576.6994704793 188285.15169437, 521541.2308751071 188262.381133357, 521536.1554136202 188222.7919297746, 521565.5220258953 188206.3046546819, 521554.5802408395 188161.5676330872, 521534.1929613419 188126.206866138, 521522.2862039286 188108.6968757288, 521474.2208640735 188085.8586460918, 521485.1229436084 188064.8672293667, 521546.2248907008 187895.5317502095, 521501.1320918784 187793.9742336915, 521412.3106345272 187803.5525573837, 521374.0706559772 187796.7509998831, 521310.6982759939 187745.2967077967, 521267.2490906097 187738.8609601328, 521254.0003983123 187749.559888815, 521226.8037748801 187791.5149266513, 521158.7308671099 187776.8472993032, 520903.6205325798 187727.0187684046, 520889.6115540992 187753.066822012, 520857.9518684691 187754.637754461))"
711,Heather Park Open Space,3.9,51.5835893,-0.2814087,POINT (-0.2814087 51.5835893),1.682011895599932,"POLYGON ((519146.1945098409 183923.1413755637, 519218.6912055875 184049.373543568, 519314.4374898168 184006.2476877046, 519410.5310650581 183959.0482246611, 519408.7612925076 183954.6449150085, 519398.0096632523 183953.056870309, 519285.744199698 183935.2413305595, 519237.8754515866 183929.6996815756, 519146.1945098409 183923.1413755637))"
712,St. Mary's RC Cemetery,4.0,51.528244,-0.2359199,POINT (-0.2359199 51.528244),10.819304464441803,"POLYGON ((522398.6181733006 182718.5607751707, 522712.8492679308 182695.5987481419, 522921.253267015 182696.6653682768, 522939.9994801956 182694.3484178266, 522957.9469904969 182693.2027948922, 522957.5679476321 182690.5120037242, 522957.2575471097 182684.9854798697, 522956.917954608 182677.5110181125, 522935.8435107096 182675.943860272, 522830.9302041699 182672.660313478, 522714.7979009228 182672.9689662653, 522723.077495425 182628.4495195283, 522738.023225611 182581.4985548382, 522758.0874995716 182531.5446274496, 522780.7701215513 182484.6917287464, 522807.1569089078 182400.6195719995, 522832.5145658351 182319.8162443459, 522778.5125945423 182305.8594052351, 522710.9794794973 182296.0604759898, 522691.3612997923 182302.2405896925, 522615.8384045553 182314.904550733, 522568.7062056793 182416.6362624639, 522548.4558050417 182409.0598097489, 522503.2200660608 182530.9554155244, 522428.7790940168 182678.2958038388, 522402.2060641049 182668.7426867146, 522398.6181733006 182718.5607751707))"
714,Whitgift Sports Club,4.1,51.3594295,-0.08467759999999999,POINT (-0.08467759999999999 51.3594295),4.491160957028183,"POLYGON ((533395.9017915879 164028.5131869712, 533426.3192525818 164120.2533216245, 533490.7500957958 164092.3589635905, 533551.5182038711 164059.8963519211, 533753.1886640405 163965.9461075379, 533807.1796570749 163929.2919409944, 533861.9017493937 163883.1099426337, 533815.1688288169 163834.1149774895, 533791.3939766467 163853.1438757409, 533758.9009436937 163878.6657617928, 533680.3145439902 163902.3586677477, 533508.6879551618 163957.2153268599, 533470.6433540069 163975.3164561127, 533431.9354013691 164001.490309122, 533395.9017915879 164028.5131869712))"
715,Watling Park,5.0,51.6083606,-0.2691491,POINT (-0.2691491 51.6083606),10.663893379827087,"POLYGON ((520374.8667122095 190851.9492102955, 520409.9672045659 190870.6643702763, 520399.1770279367 190909.2299487693, 520414.4432095236 190945.8778504013, 520463.7437217456 191012.2206301105, 520477.6561246248 191052.1524088993, 520489.6976829191 191112.1795867273, 520483.7396041534 191144.4953013877, 520450.2708527101 191143.4991140982, 520450.4485125254 191143.6034812056, 520449.7605052398 191157.0952820622, 520447.5991850634 191167.5700202926, 520431.4992893807 191223.4452743811, 520495.8521688831 191242.3003352358, 520481.9850283464 191291.6747618515, 520462.3785114413 191298.6412966095, 520441.4168875087 191300.2458583668, 520428.815765741 191354.6799092026, 520425.8700001445 191363.767386145, 520421.1925002774 191384.207730019, 520492.9674414888 191408.1351668251, 520494.0095361338 191404.8107307897, 520495.7929504608 191399.1561338155, 520498.8664073775 191388.4916974293, 520507.6439393106 191361.4282476967, 520534.679590487 191368.9257312984, 520556.1242807324 191374.0871497427, 520558.9124178351 191394.3378831602, 520713.3298692028 191421.8717691793, 520740.3532706015 191284.8190508031, 520772.9029606757 191123.5189176851, 520664.9736694471 191095.7220442594, 520647.7748460195 191072.8247438789, 520584.5634275511 191059.7921544393, 520609.5153771631 191032.6465454527, 520606.5954312054 191031.8982822428, 520574.7319242725 191023.6847178222, 520562.4915033918 191017.4627141552, 520559.0823981736 191015.7236625441, 520553.4001152386 191020.9961584922, 520571.6001520018 191042.0253534951, 520562.414969492 191055.6153492678, 520540.3664700707 191052.1865291615, 520519.9019862325 191029.645942324, 520503.7994119922 191012.1829625018, 520475.9225844313 190957.5206886378, 520463.8207841589 190919.5235708746, 520459.6660602448 190891.440423848, 520434.0760298248 190874.6088984777, 520456.9540924207 190840.5590240325, 520417.1173510443 190804.2171072614, 520412.7168217423 190810.3658775301, 520384.4815469868 190839.515172038, 520374.8667122095 190851.9492102955))"
716,Montrose Playing Fields,4.0,51.5973725,-0.2586136,POINT (-0.2586136 51.5973725),13.285007223535068,"POLYGON ((520648.5265349314 190176.1295140193, 520687.3338761551 190190.9623551871, 520647.4693017977 190385.8480097579, 520698.6325340148 190427.9359198443, 520714.8081478142 190449.952136015, 520725.9170682973 190467.6528091287, 520736.8742557547 190486.774150085, 520834.1032285386 190427.7042426902, 520939.0019979341 190362.3988881035, 520984.3007786122 190325.8375761436, 521022.6931647263 190290.3579174202, 521087.7500899592 190220.1539678373, 521074.0747511445 190185.7562665969, 521002.9990519608 190134.2206644252, 520988.3184556615 190125.0575415396, 520973.883692246 190116.0449831813, 520948.734348394 190094.8708274596, 520900.5637557574 190041.7248611631, 520869.5971949876 190029.0691515207, 520831.1967069614 189988.4188912438, 520771.7028786665 189926.4253695274, 520753.3436589792 189931.707150465, 520728.7801024827 190072.6238048756, 520688.250676885 190132.1001796132, 520659.7819434711 190127.761459991, 520648.5265349314 190176.1295140193))"
717,Greenwich Cemetery,4.2,51.4667217,0.0486934,POINT (0.0486934 51.4667217),8.82838111509067,"POLYGON ((542163.3477386829 176153.9382654775, 542606.8517119125 176422.806937662, 542674.8577025502 176316.4191380636, 542658.881856875 176311.8091606113, 542599.5743219376 176256.5956389813, 542532.0147908775 176219.0022575478, 542455.1452112345 176130.5580742343, 542442.6474405243 176108.1956946803, 542418.057674886 176091.4377305362, 542285.313536624 175952.6450386046, 542163.3477386829 176153.9382654775))"
718,One Tree Hill Open Space,4.3,51.5439951,-0.303557,POINT (-0.303557 51.5439951),11.176827751465888,"POLYGON ((517450.3652991895 184487.9738655583, 517470.5210648564 184517.5362894263, 517483.1801194727 184510.7081937743, 517519.7565146612 184551.3435295037, 517532.2783325208 184550.4428653542, 517538.9418118665 184519.7207823713, 517568.9059263865 184490.5841577, 517594.0815535053 184504.3634146578, 517640.488498284 184506.0282784472, 517650.2463295221 184444.4905160862, 517638.9511126502 184443.6390626465, 517643.1154061955 184392.6643656599, 517660.5663556813 184384.7460587711, 517666.9757090887 184339.286578038, 517634.3126338153 184335.436467746, 517643.2795362499 184278.0973635719, 517673.239449159 184285.7458024478, 517692.2222980667 184294.0634587886, 517778.0976295107 184307.1703770434, 517788.7358948776 184248.4349062444, 517816.7762449314 184250.3094442171, 517819.1773778287 184235.0326640859, 517833.3049083042 184216.1003205386, 517835.366542795 184190.0450864691, 517910.8605977893 184198.5405008868, 517919.0218556469 184127.0411027855, 517977.3047607951 183976.3494694856, 517974.078505719 183961.4204438971, 517896.7909013155 183981.6115461524, 517869.3509306181 183881.1797361827, 517799.9778292968 183919.3697919702, 517766.1510403711 183948.8272975473, 517742.3833300487 183972.6656589502, 517721.6127155218 183999.8114564521, 517698.4240579182 184035.8025750646, 517672.882162705 184091.0216791916, 517652.2022347032 184154.709645406, 517606.5169372691 184275.9994764496, 517535.3649553467 184391.3481186291, 517450.3652991895 184487.9738655583))"
719,Barham Park,4.3,51.55337,-0.3100949,POINT (-0.3100949 51.55337),10.17461358177185,"POLYGON ((516955.3560733346 185226.0320171808, 516997.1736553668 185226.9957835472, 516996.3627124003 185251.9451448312, 517205.0579911835 185255.4026462781, 517429.7614199065 185275.3949395362, 517488.443399119 185008.6458896236, 517438.4547532226 184999.7894667623, 517399.1515850303 184993.7954250401, 517381.1827071499 184992.1225554771, 517364.2200314467 184993.4326930364, 517348.8860347119 184996.9057217486, 517287.7733105993 185016.7561838647, 517222.8562484897 185028.9534180864, 517190.9205126923 185037.350927871, 517162.4595491737 185046.6744603535, 517068.484510906 185096.8345090986, 517059.1362927241 185106.9666345172, 517053.2732955518 185119.0706680894, 517048.4618734958 185134.0028570295, 517040.0230021874 185145.0127314396, 517025.4020917028 185151.5852196598, 517003.5723749 185155.232175042, 516995.051956922 185158.9523284092, 516988.8656649727 185165.22977512, 516982.3544693629 185175.0713732312, 516955.3560733346 185226.0320171808))"
721,Vale Farm Sports Ground,3.7,51.5593628,-0.3165054,POINT (-0.3165054 51.5593628),14.836905088202792,"POLYGON ((516638.6441347594 185955.1665675589, 516658.3746599286 185964.2320917704, 516640.6852084071 186005.4610685516, 516665.6173337593 186018.1288157291, 516693.2685909056 186022.6255568539, 516724.6312584036 186021.0437001482, 516748.0296856881 185990.3385610566, 516828.6445267857 186069.5793543643, 516814.937543576 186091.405686794, 516811.8388775327 186090.444224957, 516772.2912274576 186155.0917801697, 516889.935900971 186199.3917756932, 516941.2451804939 186214.8494779348, 516985.6350687936 186224.2065660345, 517029.0334569874 186224.228211122, 517072.8017320789 186219.6412191997, 517193.595141921 186187.8037281235, 517230.873870515 185946.3271277252, 517310.8136178612 185958.1996516996, 517501.9625735119 185961.6209037669, 517503.9246211307 185749.2922090045, 517456.9625209537 185746.335752074, 517326.7005806271 185745.6033971404, 517316.6352561068 185783.4793724474, 517273.0572678847 185948.013947713, 517204.0644200955 185937.5075193489, 517171.2565783425 185948.4773077251, 517154.3497189989 185985.6615087554, 517122.2530832335 185974.5505748912, 517092.9269405516 185966.8973936898, 517061.0205131669 185953.2432540153, 517009.5877477567 186038.0767513599, 516894.0782306322 185968.3990235869, 516885.5580966275 185970.0608994588, 516871.1874788242 185996.2890643107, 516864.1393354496 186005.1058932178, 516853.8502585421 186012.5129054476, 516843.754403482 186017.8548417196, 516831.0567400641 186019.9324355868, 516820.5521738123 186020.4360687694, 516808.4312834427 186017.0415916275, 516797.3859247377 186011.8137607266, 516788.0329759113 186004.4663494832, 516755.7062861184 185970.4762192967, 516783.9200241974 185917.9960468812, 516771.2119631318 185910.8718789911, 516772.7859567724 185907.2697081625, 516718.7452478659 185878.9443402512, 516748.8407064932 185827.2749909933, 516677.0643899644 185906.9594002561, 516651.1730446469 185927.8495516221, 516638.6441347594 185955.1665675589))"
